"Stkcd","ShortName","Accper","Typrep","IfCorrect","A001000000"
"300255","常山药业","2021-12-31","A","0","5189848787.26"
"300255","常山药业","2022-12-31","A","0","6035803472.83"
"300267","尔康制药","2011-12-31","A","0","1128171007.10"
"300267","尔康制药","2012-12-31","A","0","1237592028.36"
"300267","尔康制药","2013-12-31","A","1","1447001097.64"
"300267","尔康制药","2014-12-31","A","0","2220553960.84"
"300267","尔康制药","2015-12-31","A","1","4785495643.26"
"300267","尔康制药","2016-12-31","A","1","5433246284.38"
"300267","尔康制药","2017-12-31","A","0","5720067519.74"
"300267","尔康制药","2018-12-31","A","0","6048680388.79"
"300267","尔康制药","2019-12-31","A","0","6143768563.96"
"300267","尔康制药","2020-12-31","A","0","6546796225.98"
"300267","尔康制药","2021-12-31","A","0","5431979242.78"
"300267","尔康制药","2022-12-31","A","0","5855659382.96"
"300289","利德曼","2011-12-31","A","0","365656386.45"
"300289","利德曼","2012-12-31","A","0","1130189263.89"
"300289","利德曼","2013-12-31","A","1","1243983973.46"
"300289","利德曼","2014-12-31","A","0","1616168577.46"
"300289","利德曼","2015-12-31","A","1","1658679907.48"
"300289","利德曼","2016-12-31","A","0","1662838767.32"
"300289","利德曼","2017-12-31","A","0","1753893000.69"
"300289","利德曼","2018-12-31","A","0","1729238000.78"
"300289","利德曼","2019-12-31","A","0","1714157129.69"
"300289","利德曼","2020-12-31","A","1","1628633453.83"
"300289","利德曼","2021-12-31","A","0","2348410268.66"
"300289","利德曼","2022-12-31","A","0","1997134641.92"
"300294","博雅生物","2012-12-31","A","0","777406014.08"
"300294","博雅生物","2013-12-31","A","0","1004469771.29"
"300294","博雅生物","2014-12-31","A","0","1017831687.41"
"300294","博雅生物","2015-12-31","A","0","2188215551.87"
"300294","博雅生物","2016-12-31","A","0","2419482434.17"
"300294","博雅生物","2017-12-31","A","0","3669635080.76"
"300294","博雅生物","2018-12-31","A","1","5073150178.05"
"300294","博雅生物","2019-12-31","A","1","5256690601.18"
"300294","博雅生物","2020-12-31","A","1","5158535284.56"
"300294","博雅生物","2021-12-31","A","0","7621775902.48"
"300294","博雅生物","2022-12-31","A","0","8033175408.45"
"300357","我武生物","2013-12-31","A","0","263954870.83"
"300357","我武生物","2014-12-31","A","0","531306807.40"
"300357","我武生物","2015-12-31","A","0","611487548.18"
"300357","我武生物","2016-12-31","A","0","696894623.78"
"300357","我武生物","2017-12-31","A","0","848311200.92"
"300357","我武生物","2018-12-31","A","0","1057892508.68"
"300357","我武生物","2019-12-31","A","0","1428210902.69"
"300357","我武生物","2020-12-31","A","1","1604755527.30"
"300357","我武生物","2021-12-31","A","1","1931961023.89"
"300357","我武生物","2022-12-31","A","0","2197875242.42"
"300363","博腾股份","2013-12-31","A","0","948091384.37"
"300363","博腾股份","2014-12-31","A","0","1854955198.54"
"300363","博腾股份","2015-12-31","A","0","2379401254.40"
"300363","博腾股份","2016-12-31","A","0","2871450074.70"
"300363","博腾股份","2017-12-31","A","0","2848065907.57"
"300363","博腾股份","2018-12-31","A","0","4374440875.14"
"300363","博腾股份","2019-12-31","A","0","3955481924.55"
"300363","博腾股份","2020-12-31","A","0","4496939175.86"
"300363","博腾股份","2021-12-31","A","0","6562035209.95"
"300363","博腾股份","2022-12-31","A","0","10144292774.55"
"300381","溢多利","2013-12-31","A","0","376144416.56"
"300381","溢多利","2014-12-31","A","0","963362564.78"
"300381","溢多利","2015-12-31","A","0","2452262377.63"
"300381","溢多利","2016-12-31","A","0","3209816242.37"
"300381","溢多利","2017-12-31","A","0","3845271645.91"
"300381","溢多利","2018-12-31","A","0","4801120582.60"
"300381","溢多利","2019-12-31","A","0","4518083187.45"
"300381","溢多利","2020-12-31","A","1","4672225564.65"
"300381","溢多利","2021-12-31","A","0","4479934615.27"
"300381","溢多利","2022-12-31","A","0","3172143622.62"
"300406","九强生物","2014-12-31","A","0","1044471765.15"
"300406","九强生物","2015-12-31","A","0","1261765209.45"
"300406","九强生物","2016-12-31","A","0","1471114424.73"
"300406","九强生物","2017-12-31","A","0","1778676926.69"
"300406","九强生物","2018-12-31","A","0","1864725364.65"
"300406","九强生物","2019-12-31","A","0","2154032631.97"
"300406","九强生物","2020-12-31","A","1","3963667036.44"
"300406","九强生物","2021-12-31","A","0","4319709471.19"
"300406","九强生物","2022-12-31","A","0","4612882060.21"
"300434","金石东方","2015-12-31","A","0","432428555.32"
"300434","金石东方","2016-12-31","A","0","483793151.48"
"300434","金石东方","2017-12-31","A","0","3128647569.00"
"300434","金石东方","2018-12-31","A","0","3190770641.08"
"300434","金石亚药","2019-12-31","A","0","3230264178.78"
"300434","金石亚药","2020-12-31","A","0","2494196271.25"
"300434","金石亚药","2021-12-31","A","0","2768127717.25"
"300434","金石亚药","2022-12-31","A","0","3059913477.69"
"300436","广生堂","2015-12-31","A","0","600699820.42"
"300436","广生堂","2016-12-31","A","0","700666354.40"
"300436","广生堂","2017-12-31","A","0","736469366.37"
"300436","广生堂","2018-12-31","A","0","854519609.79"
"300436","广生堂","2019-12-31","A","0","895878350.99"
"300436","广生堂","2020-12-31","A","0","1005780979.42"
"300436","广生堂","2021-12-31","A","0","1446766520.34"
"300436","广生堂","2022-12-31","A","0","1494844681.01"
"300439","美康生物","2015-12-31","A","0","1446791561.47"
"300439","美康生物","2016-12-31","A","1","2368021075.71"
"300439","美康生物","2017-12-31","A","1","3251308902.36"
"300439","美康生物","2018-12-31","A","1","4597049457.52"
"300439","美康生物","2019-12-31","A","0","3740860001.25"
"300439","美康生物","2020-12-31","A","1","3254169499.75"
"300439","美康生物","2021-12-31","A","0","3593187118.77"
"300439","美康生物","2022-12-31","A","0","3583676418.40"
"300452","山河药辅","2015-12-31","A","0","458062181.66"
"300452","山河药辅","2016-12-31","A","0","512849865.51"
"300452","山河药辅","2017-12-31","A","0","666403829.62"
"300452","山河药辅","2018-12-31","A","0","709747374.16"
"300452","山河药辅","2019-12-31","A","0","810166507.12"
"300452","山河药辅","2020-12-31","A","0","900871586.44"
"300452","山河药辅","2021-12-31","A","0","962583989.34"
"300452","山河药辅","2022-12-31","A","0","1180550962.11"
"300463","迈克生物","2015-12-31","A","0","2372181000.74"
"300463","迈克生物","2016-12-31","A","1","2698329312.53"
"300463","迈克生物","2017-12-31","A","0","3583177151.33"
"300463","迈克生物","2018-12-31","A","1","4556481096.13"
"300463","迈克生物","2019-12-31","A","0","5496843872.67"
"300463","迈克生物","2020-12-31","A","1","6364982648.45"
"300463","迈克生物","2021-12-31","A","0","6566894132.48"
"300463","迈克生物","2022-12-31","A","0","8161865314.41"
"300482","万孚生物","2015-12-31","A","0","798568778.30"
"300482","万孚生物","2016-12-31","A","0","1005747245.14"
"300482","万孚生物","2017-12-31","A","0","1694769266.64"
"300482","万孚生物","2018-12-31","A","1","2691461368.16"
"300482","万孚生物","2019-12-31","A","0","2944004224.76"
"300482","万孚生物","2020-12-31","A","0","4306097245.20"
"300482","万孚生物","2021-12-31","A","0","4855824467.37"
"300482","万孚生物","2022-12-31","A","0","6301138498.06"
"300485","赛升药业","2015-12-31","A","0","1944810335.19"
"300485","赛升药业","2016-12-31","A","0","2216587575.58"
"300485","赛升药业","2017-12-31","A","0","2453403315.15"
"300485","赛升药业","2018-12-31","A","0","2760559359.20"
"300485","赛升药业","2019-12-31","A","0","2805502672.29"
"300485","赛升药业","2020-12-31","A","1","2991062511.44"
"300485","赛升药业","2021-12-31","A","0","3401649422.52"
"300485","赛升药业","2022-12-31","A","0","3569082790.89"
"300497","富祥股份","2015-12-31","A","0","1009658555.36"
"300497","富祥股份","2016-12-31","A","0","1398366733.27"
"300497","富祥股份","2017-12-31","A","0","1789407728.19"
"300497","富祥股份","2018-12-31","A","1","2196483843.13"
"300497","富祥股份","2019-12-31","A","0","2595799616.72"
"300497","富祥药业","2020-12-31","A","1","4045665857.13"
"300497","富祥药业","2021-12-31","A","0","4678491173.43"
"300497","富祥药业","2022-12-31","A","0","5059834182.46"
"300501","海顺新材","2015-12-31","A","0","338832319.12"
"300501","海顺新材","2016-12-31","A","0","683893061.04"
"300501","海顺新材","2017-12-31","A","0","709874115.70"
"300501","海顺新材","2018-12-31","A","0","942481268.99"
"300501","海顺新材","2019-12-31","A","0","1234861456.88"
"300501","海顺新材","2020-12-31","A","0","1405486674.79"
"300501","海顺新材","2021-12-31","A","0","2264050337.46"
"300501","海顺新材","2022-12-31","A","0","2305352111.13"
"300519","新光药业","2016-12-31","A","0","700950955.55"
"300519","新光药业","2017-12-31","A","0","775047461.09"
"300519","新光药业","2018-12-31","A","0","822499972.11"
"300519","新光药业","2019-12-31","A","0","861130616.44"
"300519","新光药业","2020-12-31","A","0","890785680.47"
"300519","新光药业","2021-12-31","A","0","932403805.04"
"300519","新光药业","2022-12-31","A","0","957759191.66"
"300534","陇神戎发","2016-12-31","A","0","763476182.16"
"300534","陇神戎发","2017-12-31","A","0","782229902.86"
"300534","陇神戎发","2018-12-31","A","0","778514484.11"
"300534","陇神戎发","2019-12-31","A","0","810146383.75"
"300534","陇神戎发","2020-12-31","A","0","866661236.00"
"300534","陇神戎发","2021-12-31","A","0","824072928.05"
"300534","陇神戎发","2022-12-31","A","0","912792871.68"
"300558","贝达药业","2016-12-31","A","0","2167302956.39"
"300558","贝达药业","2017-12-31","A","0","2773013798.83"
"300558","贝达药业","2018-12-31","A","1","3460085536.96"
"300558","贝达药业","2019-12-31","A","0","4133333821.83"
"300558","贝达药业","2020-12-31","A","0","5229537607.09"
"300558","贝达药业","2021-12-31","A","0","6271432076.94"
"300558","贝达药业","2022-12-31","A","0","7910146931.81"
"300573","兴齐眼药","2016-12-31","A","0","721413536.35"
"300573","兴齐眼药","2017-12-31","A","0","676476428.61"
"300573","兴齐眼药","2018-12-31","A","0","708468708.65"
"300573","兴齐眼药","2019-12-31","A","0","852368054.02"
"300573","兴齐眼药","2020-12-31","A","1","965701210.74"
"300573","兴齐眼药","2021-12-31","A","0","1686844280.72"
"300573","兴齐眼药","2022-12-31","A","0","1782942843.86"
"300583","赛托生物","2016-12-31","A","0","936232150.13"
"300583","赛托生物","2017-12-31","A","0","2024573747.10"
"300583","赛托生物","2018-12-31","A","0","2594479096.67"
"300583","赛托生物","2019-12-31","A","0","2987259062.48"
"300583","赛托生物","2020-12-31","A","0","2841295244.66"
"300583","赛托生物","2021-12-31","A","0","2969699298.75"
"300583","赛托生物","2022-12-31","A","0","2995140143.52"
"300584","海辰药业","2016-12-31","A","0","370776229.63"
"300584","海辰药业","2017-12-31","A","0","632298868.32"
"300584","海辰药业","2018-12-31","A","0","794188695.90"
"300584","海辰药业","2019-12-31","A","0","869176296.72"
"300584","海辰药业","2020-12-31","A","1","906518927.96"
"300584","海辰药业","2021-12-31","A","0","1302008303.05"
"300584","海辰药业","2022-12-31","A","0","1293945410.29"
"300601","康泰生物","2016-12-31","A","0","1600898631.47"
"300601","康泰生物","2017-12-31","A","0","2210711229.42"
"300601","康泰生物","2018-12-31","A","0","3336445947.89"
"300601","康泰生物","2019-12-31","A","0","3952407609.13"
"300601","康泰生物","2020-12-31","A","0","9584507604.93"
"300601","康泰生物","2021-12-31","A","1","14148984941.24"
"300601","康泰生物","2022-12-31","A","0","13786351671.15"
"300630","普利制药","2017-12-31","A","0","874530945.96"
"300630","普利制药","2018-12-31","A","0","1108964590.51"
"300630","普利制药","2019-12-31","A","0","1720306871.36"
"300630","普利制药","2020-12-31","A","0","3055999316.62"
"300630","普利制药","2021-12-31","A","0","4662239616.98"
"300630","普利制药","2022-12-31","A","0","5959020827.97"
"300636","同和药业","2017-12-31","A","0","722277650.78"
"300636","同和药业","2018-12-31","A","1","803618322.55"
"300636","同和药业","2019-12-31","A","0","1015711377.14"
"300636","同和药业","2020-12-31","A","1","1467668918.00"
"300636","同和药业","2021-12-31","A","0","1906727705.65"
"300636","同和药业","2022-12-31","A","0","2258855478.13"
"300639","凯普生物","2017-12-31","A","1","1069642003.50"
"300639","凯普生物","2018-12-31","A","1","1188258637.41"
"300639","凯普生物","2019-12-31","A","0","1296968177.45"
"300639","凯普生物","2020-12-31","A","1","2856964272.70"
"300639","凯普生物","2021-12-31","A","0","4231385338.40"
"300639","凯普生物","2022-12-31","A","0","6731125843.21"
"300642","透景生命","2017-12-31","A","0","935164370.10"
"300642","透景生命","2018-12-31","A","1","1102834742.03"
"300642","透景生命","2019-12-31","A","0","1246493201.15"
"300642","透景生命","2020-12-31","A","1","1371774301.75"
"300642","透景生命","2021-12-31","A","0","1498842208.60"
"300642","透景生命","2022-12-31","A","0","1664722687.00"
"300683","海特生物","2017-12-31","A","0","1908751901.97"
"300683","海特生物","2018-12-31","A","0","2155356658.35"
"300683","海特生物","2019-12-31","A","0","2169508822.12"
"300683","海特生物","2020-12-31","A","1","2186566003.25"
"300683","海特生物","2021-12-31","A","1","2697511886.43"
"300683","海特生物","2022-12-31","A","1","2706360990.39"
"300685","艾德生物","2017-12-31","A","0","694848313.15"
"300685","艾德生物","2018-12-31","A","1","818746842.78"
"300685","艾德生物","2019-12-31","A","0","1046774057.97"
"300685","艾德生物","2020-12-31","A","1","1292897713.11"
"300685","艾德生物","2021-12-31","A","0","1519881333.25"
"300685","艾德生物","2022-12-31","A","0","1650924910.62"
"300702","天宇股份","2017-12-31","A","0","2106652190.74"
"300702","天宇股份","2018-12-31","A","0","2629319938.84"
"300702","天宇股份","2019-12-31","A","0","2840227797.77"
"300702","天宇股份","2020-12-31","A","0","4889568135.11"
"300702","天宇股份","2021-12-31","A","0","5800601655.48"
"300702","天宇股份","2022-12-31","A","0","6415749761.32"
"300705","九典制药","2017-12-31","A","0","769202584.24"
"300705","九典制药","2018-12-31","A","0","943211123.69"
"300705","九典制药","2019-12-31","A","0","1072099019.48"
"300705","九典制药","2020-12-31","A","0","1130719874.02"
"300705","九典制药","2021-12-31","A","0","1745236782.31"
"300705","九典制药","2022-12-31","A","0","2299671112.18"
"300723","一品红","2017-12-31","A","0","1481881198.36"
"300723","一品红","2018-12-31","A","1","1780946039.61"
"300723","一品红","2019-12-31","A","0","1794805675.00"
"300723","一品红","2020-12-31","A","0","2145157902.64"
"300723","一品红","2021-12-31","A","0","3704414827.97"
"300723","一品红","2022-12-31","A","0","4098442245.37"
"300832","新产业","2020-12-31","A","0","5305693720.85"
"300832","新产业","2021-12-31","A","0","6135507556.27"
"300832","新产业","2022-12-31","A","0","7014554339.23"
"300841","康华生物","2020-12-31","A","0","2147678235.61"
"300841","康华生物","2021-12-31","A","0","3018041385.96"
"300841","康华生物","2022-12-31","A","0","3711065217.69"
"300871","回盛生物","2020-12-31","A","1","1752225832.51"
"300871","回盛生物","2021-12-31","A","0","2741662030.01"
"300871","回盛生物","2022-12-31","A","0","2989114303.25"
"300878","维康药业","2020-12-31","A","0","1628782391.06"
"300878","维康药业","2021-12-31","A","0","1693307837.66"
"300878","维康药业","2022-12-31","A","0","1913773127.42"
"300942","易瑞生物","2020-12-31","A","1","652886483.47"
"300942","易瑞生物","2021-12-31","A","0","1152520292.55"
"300942","易瑞生物","2022-12-31","A","0","1282455601.74"
"300966","共同药业","2020-12-31","A","0","804426535.29"
"300966","共同药业","2021-12-31","A","0","1211243283.36"
"300966","共同药业","2022-12-31","A","0","2068317317.70"
"301075","多瑞医药","2021-12-31","A","0","851423622.82"
"301075","多瑞医药","2022-12-31","A","0","898868684.29"
"301089","拓新药业","2021-12-31","A","0","1393711531.79"
"301089","拓新药业","2022-12-31","A","0","1843255720.64"
"301093","华兰股份","2021-12-31","A","0","2632955496.82"
"301093","华兰股份","2022-12-31","A","0","2580138713.97"
"301111","粤万年青","2021-12-31","A","0","826198080.76"
"301111","粤万年青","2022-12-31","A","0","857063372.44"
"301130","西点药业","2021-12-31","A","0","594606181.26"
"301130","西点药业","2022-12-31","A","0","1017003454.64"
"301201","诚达药业","2021-12-31","A","0","683227154.78"
"301201","诚达药业","2022-12-31","A","0","2321895635.83"
"301207","华兰疫苗","2021-12-31","A","0","4523446917.50"
"301207","华兰疫苗","2022-12-31","A","0","7075517368.83"
"301211","亨迪药业","2021-12-31","A","0","2330303998.61"
"301211","亨迪药业","2022-12-31","A","0","2497721443.51"
"301246","宏源药业","2022-12-31","A","1","3874152752.16"
"301258","富士莱","2021-12-31","A","0","970306076.54"
"301258","富士莱","2022-12-31","A","0","2098360763.12"
"301277","新天地","2022-12-31","A","0","1533773003.80"
"301281","科源制药","2022-12-31","A","0","651789219.99"
"301301","川宁生物","2022-12-31","A","0","10390399359.24"
"301331","恩威医药","2022-12-31","A","0","1406080553.60"
"430017","星昊医药","2019-12-31","A","0","1260294596.90"
"430017","星昊医药","2020-12-31","A","0","1305898336.43"
"430017","星昊医药","2021-12-31","A","0","1311512869.18"
"430017","星昊医药","2022-12-31","A","0","1395161839.46"
"430047","诺思兰德","2016-12-31","A","0","187586078.74"
"430047","诺思兰德","2017-12-31","A","1","182393041.01"
"430047","诺思兰德","2018-12-31","A","1","232880557.10"
"430047","诺思兰德","2019-12-31","A","1","152517788.31"
"430047","诺思兰德","2020-12-31","A","0","357436801.27"
"430047","诺思兰德","2021-12-31","A","0","350599484.65"
"430047","诺思兰德","2022-12-31","A","0","345231281.15"
"430478","峆一药业","2019-12-31","A","0","245156070.60"
"430478","峆一药业","2020-12-31","A","0","311748357.22"
"430478","峆一药业","2021-12-31","A","0","344017305.82"
"430478","峆一药业","2022-12-31","A","0","380716880.35"
"600062","双鹤药业","1997-12-31","A","0","574691007.37"
"600062","双鹤药业","1998-12-31","A","0","741017675.87"
"600062","双鹤药业","1999-12-31","A","0","1184830569.52"
"600062","双鹤药业","2000-12-31","A","0","1484156306.00"
"600062","双鹤药业","2001-12-31","A","0","2746287258.00"
"600062","双鹤药业","2002-12-31","A","0","3616464655.00"
"600062","双鹤药业","2003-12-31","A","0","4257868194.00"
"600062","双鹤药业","2004-12-31","A","0","4025259970.00"
"600062","双鹤药业","2005-12-31","A","0","3813293724.98"
"600062","双鹤药业","2006-12-31","A","0","3259319827.12"
"600062","双鹤药业","2007-12-31","A","0","3673463375.38"
"600062","双鹤药业","2008-12-31","A","0","4269021556.27"
"600062","双鹤药业","2009-12-31","A","0","4716974623.62"
"600062","双鹤药业","2010-12-31","A","0","5205508965.27"
"600062","双鹤药业","2011-12-31","A","0","6076968476.34"
"600062","华润双鹤","2012-12-31","A","0","6507775643.51"
"600062","华润双鹤","2013-12-31","A","1","6480915882.23"
"600062","华润双鹤","2014-12-31","A","0","6619296296.70"
"600062","华润双鹤","2015-12-31","A","0","7763107207.00"
"600062","华润双鹤","2016-12-31","A","0","8241549950.56"
"600062","华润双鹤","2017-12-31","A","1","9437896362.60"
"600062","华润双鹤","2018-12-31","A","0","10306170915.73"
"600062","华润双鹤","2019-12-31","A","0","11276864761.85"
"600062","华润双鹤","2020-12-31","A","0","12416486664.94"
"600062","华润双鹤","2021-12-31","A","0","13676050322.84"
"600062","华润双鹤","2022-12-31","A","0","14482536656.83"
"600079","人福科技","1997-12-31","A","0","267153532.96"
"600079","人福科技","1998-12-31","A","0","359981093.62"
"600079","人福科技","1999-12-31","A","0","471408053.63"
"600079","人福科技","2000-12-31","A","0","518116603.74"
"600079","人福科技","2001-12-31","A","0","991266129.89"
"600079","人福科技","2002-12-31","A","0","1426980479.28"
"600079","人福科技","2003-12-31","A","0","1686243277.21"
"600079","人福科技","2004-12-31","A","0","1824793524.71"
"600079","G 人福","2005-12-31","A","0","2044923207.09"
"600079","人福科技","2006-12-31","A","0","2300825718.24"
"600079","人福科技","2007-12-31","A","1","2417131461.56"
"600079","人福科技","2008-12-31","A","0","2554249116.95"
"600079","人福科技","2009-12-31","A","0","3308013491.21"
"600079","人福医药","2010-12-31","A","0","4228280568.92"
"600079","人福医药","2011-12-31","A","0","6170360101.07"
"600079","人福医药","2012-12-31","A","0","7861257547.57"
"600079","人福医药","2013-12-31","A","1","9707005027.60"
"600079","人福医药","2014-12-31","A","0","12167131112.54"
"600079","人福医药","2015-12-31","A","0","18151806762.81"
"600079","人福医药","2016-12-31","A","0","26427535606.04"
"600079","人福医药","2017-12-31","A","0","35406056077.87"
"600079","人福医药","2018-12-31","A","1","36181769137.62"
"600079","人福医药","2019-12-31","A","0","36054219822.56"
"600079","人福医药","2020-12-31","A","0","32423042069.03"
"600079","人福医药","2021-12-31","A","1","35405745638.01"
"600079","人福医药","2022-12-31","A","0","36023021753.09"
"600080","金花股份","1997-12-31","A","0","348322088.79"
"600080","金花股份","1998-12-31","A","0","470590319.35"
"600080","金花股份","1999-12-31","A","0","656906511.30"
"600080","金花股份","2000-12-31","A","0","1034402180.55"
"600080","金花股份","2001-12-31","A","0","1300859241.10"
"600080","金花股份","2002-12-31","A","0","1333162162.06"
"600080","金花股份","2003-12-31","A","0","1464029684.78"
"600080","金花股份","2004-12-31","A","0","1854963757.99"
"600080","金花股份","2005-12-31","A","0","2286809691.23"
"600080","金花股份","2006-12-31","A","0","1917688406.26"
"600080","*ST 金花","2007-12-31","A","0","1665826029.79"
"600080","ST 金花","2008-12-31","A","0","1371153255.19"
"600080","ST 金花","2009-12-31","A","0","1375706568.62"
"600080","*ST 金花","2010-12-31","A","0","1427778660.55"
"600080","ST 金花","2011-12-31","A","0","1069061235.97"
"600080","金花股份","2012-12-31","A","0","1124048767.77"
"600080","金花股份","2013-12-31","A","0","1185059115.75"
"600080","金花股份","2014-12-31","A","0","1266762292.44"
"600080","金花股份","2015-12-31","A","0","1258091728.66"
"600080","金花股份","2016-12-31","A","0","1443952623.62"
"600080","金花股份","2017-12-31","A","0","1419114899.93"
"600080","金花股份","2018-12-31","A","0","1974834851.60"
"600080","金花股份","2019-12-31","A","0","1979851640.25"
"600080","ST 金花","2020-12-31","A","0","1958574300.85"
"600080","金花股份","2021-12-31","A","0","1870188073.55"
"600080","金花股份","2022-12-31","A","0","1974418631.97"
"600085","同仁堂","1997-12-31","A","0","1008325439.28"
"600085","同仁堂","1998-12-31","A","0","1102096488.11"
"600085","同仁堂","1999-12-31","A","0","1193041261.90"
"600085","同仁堂","2000-12-31","A","0","1675707367.50"
"600085","同仁堂","2001-12-31","A","0","2159051157.21"
"600085","同仁堂","2002-12-31","A","0","2459189102.89"
"600085","同仁堂","2003-12-31","A","0","2746311922.59"
"600085","同仁堂","2004-12-31","A","0","3553457778.66"
"600085","G 同仁堂","2005-12-31","A","0","3779680131.84"
"600085","同仁堂","2006-12-31","A","1","3815658561.60"
"600085","同仁堂","2007-12-31","A","1","4194676558.16"
"600085","同仁堂","2008-12-31","A","0","4550072456.13"
"600085","同仁堂","2009-12-31","A","0","4922265936.42"
"600085","同仁堂","2010-12-31","A","0","5489318191.20"
"600085","同仁堂","2011-12-31","A","0","7329899385.53"
"600085","同仁堂","2012-12-31","A","0","9667926574.47"
"600085","同仁堂","2013-12-31","A","0","11911900010.52"
"600085","同仁堂","2014-12-31","A","1","12946675907.79"
"600085","同仁堂","2015-12-31","A","0","14339869236.38"
"600085","同仁堂","2016-12-31","A","0","17060010744.79"
"600085","同仁堂","2017-12-31","A","0","18708132920.39"
"600085","同仁堂","2018-12-31","A","0","20477582504.05"
"600085","同仁堂","2019-12-31","A","0","20921822081.20"
"600085","同仁堂","2020-12-31","A","1","21837512362.24"
"600085","同仁堂","2021-12-31","A","0","25072835362.31"
"600085","同仁堂","2022-12-31","A","0","27044491889.50"
"600129","太极集团","1997-12-31","A","0","1118640466.11"
"600129","太极集团","1998-12-31","A","0","1606210363.17"
"600129","太极集团","1999-12-31","A","0","1812776546.42"
"600129","太极集团","2000-12-31","A","0","1971577877.32"
"600129","太极集团","2001-12-31","A","0","2732217297.01"
"600129","太极集团","2002-12-31","A","0","3195601490.16"
"600129","太极集团","2003-12-31","A","0","3944153797.80"
"600129","太极集团","2004-12-31","A","0","4664558231.05"
"600129","太极集团","2005-12-31","A","0","5923779630.34"
"600129","太极集团","2006-12-31","A","0","5775006056.43"
"600129","太极集团","2007-12-31","A","0","5800162582.16"
"600129","太极集团","2008-12-31","A","0","5967632754.14"
"600129","太极集团","2009-12-31","A","1","6522864838.29"
"600129","太极集团","2010-12-31","A","0","7029108193.34"
"600129","太极集团","2011-12-31","A","0","7952560596.42"
"600129","太极集团","2012-12-31","A","0","8328415049.38"
"600129","太极集团","2013-12-31","A","0","9368082454.63"
"600129","太极集团","2014-12-31","A","0","10352285230.19"
"600129","太极集团","2015-12-31","A","1","10029960804.59"
"600129","太极集团","2016-12-31","A","0","9420217211.21"
"600129","太极集团","2017-12-31","A","0","10662435509.78"
"600129","太极集团","2018-12-31","A","0","12890084673.54"
"600129","太极集团","2019-12-31","A","0","14185396134.92"
"600129","太极集团","2020-12-31","A","0","14485907694.74"
"600129","太极集团","2021-12-31","A","0","13170023352.56"
"600129","太极集团","2022-12-31","A","0","14707197661.95"
"600161","天坛生物","1998-12-31","A","0","378343586.59"
"600161","天坛生物","1999-12-31","A","0","439547398.86"
"600161","天坛生物","2000-12-31","A","0","445983962.33"
"600161","天坛生物","2001-12-31","A","0","463320778.78"
"600161","天坛生物","2002-12-31","A","0","504770185.54"
"600161","天坛生物","2003-12-31","A","0","758947931.04"
"600161","天坛生物","2004-12-31","A","0","762493379.15"
"600161","天坛生物","2005-12-31","A","0","848762795.54"
"600161","天坛生物","2006-12-31","A","0","1064552879.90"
"600161","天坛生物","2007-12-31","A","0","1094911210.37"
"600161","天坛生物","2008-12-31","A","0","1196328550.81"
"600161","天坛生物","2009-12-31","A","0","2161020417.50"
"600161","天坛生物","2010-12-31","A","0","2448093654.71"
"600161","天坛生物","2011-12-31","A","0","3224040961.19"
"600161","天坛生物","2012-12-31","A","0","4806051056.40"
"600161","天坛生物","2013-12-31","A","0","5634539142.00"
"600161","天坛生物","2014-12-31","A","0","6015448417.52"
"600161","天坛生物","2015-12-31","A","0","5631926425.14"
"600161","天坛生物","2016-12-31","A","0","5783231659.99"
"600161","天坛生物","2017-12-31","A","0","3665745448.35"
"600161","天坛生物","2018-12-31","A","0","5066970532.07"
"600161","天坛生物","2019-12-31","A","0","6314412345.97"
"600161","天坛生物","2020-12-31","A","0","7541051691.07"
"600161","天坛生物","2021-12-31","A","0","11577632332.02"
"600161","天坛生物","2022-12-31","A","0","12940709339.65"
"600195","中牧股份","1999-12-31","A","0","1036569112.23"
"600195","中牧股份","2000-12-31","A","0","1422374396.77"
"600195","中牧股份","2001-12-31","A","0","1509455278.04"
"600195","中牧股份","2002-12-31","A","0","1307423418.18"
"600195","中牧股份","2003-12-31","A","0","1310762642.16"
"600195","中牧股份","2004-12-31","A","0","1532055915.40"
"600195","中牧股份","2005-12-31","A","0","1604784141.29"
"600195","中牧股份","2006-12-31","A","0","1864163657.06"
"600195","中牧股份","2007-12-31","A","0","1804968187.23"
"600195","中牧股份","2008-12-31","A","0","1925958680.92"
"600195","中牧股份","2009-12-31","A","0","2539833412.41"
"600195","中牧股份","2010-12-31","A","0","2904661398.93"
"600195","中牧股份","2011-12-31","A","0","2756191951.99"
"600195","中牧股份","2012-12-31","A","0","3009223881.20"
"600195","中牧股份","2013-12-31","A","0","3714007862.35"
"600195","中牧股份","2014-12-31","A","0","4279491074.79"
"600195","中牧股份","2015-12-31","A","0","4390361446.43"
"600195","中牧股份","2016-12-31","A","0","6030681072.02"
"600195","中牧股份","2017-12-31","A","1","6269255066.50"
"600195","中牧股份","2018-12-31","A","1","6829126509.61"
"600195","中牧股份","2019-12-31","A","1","5673701258.92"
"600195","中牧股份","2020-12-31","A","0","6765641842.11"
"600195","中牧股份","2021-12-31","A","0","7436605421.28"
"600195","中牧股份","2022-12-31","A","0","7937406197.86"
"600196","复星实业","1998-12-31","A","0","647135847.15"
"600196","复星实业","1999-12-31","A","0","858231182.83"
"600196","复星实业","2000-12-31","A","0","1571101771.22"
"600196","复星实业","2001-12-31","A","0","2207320380.54"
